date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:16	16201/16201	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Jun%202025%2015:59:26%20GMT	https://i5.walmartimages.com/dfw/4ff9c6c9-ee15/k2-_81779be8-b5a7-4457-82c0-f008ea1ccf7e.v1.png?odnHeight=388&odnWidth=385&odnBg=&odnDynImageQuality=70	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/4ff9c6c9-ee15/k2-_81779be8-b5a7-4457-82c0-f008ea1ccf7e.v1ffa0.png	(from https://www.walmart.com/)
15:52:16	8538/8538	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2018:37:46%20GMT	https://i5.walmartimages.com/dfw/4ff9c6c9-4b70/k2-_75265db7-0008-423e-8b1c-62a68c731010.v1.jpg?odnHeight=216&odnWidth=385&odnBg=&odnDynImageQuality=70	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/4ff9c6c9-4b70/k2-_75265db7-0008-423e-8b1c-62a68c731010.v1b0b6.jpg	(from https://www.walmart.com/)
15:52:16	6099/6099	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jun%202025%2003:11:50%20GMT	https://i5.walmartimages.com/dfw/4ff9c6c9-da1b/k2-_f6a16104-47f2-47ec-8bb7-73b035edbad2.v1.jpg?odnHeight=256&odnWidth=385&odnBg=&odnDynImageQuality=70	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/4ff9c6c9-da1b/k2-_f6a16104-47f2-47ec-8bb7-73b035edbad2.v131cd.jpg	(from https://www.walmart.com/)
15:52:17	32738/32738	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Jun%202025%2007:00:26%20GMT	https://i5.walmartimages.com/dfw/4ff9c6c9-cb13/k2-_d175eb60-5c1b-4458-94c1-406eaf3c392d.v1.jpg?odnHeight=578&odnWidth=385&odnBg=&odnDynImageQuality=70	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/4ff9c6c9-cb13/k2-_d175eb60-5c1b-4458-94c1-406eaf3c392d.v14e71.jpg	(from https://www.walmart.com/)
15:52:17	254148/254148	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Jun%202025%2010:17:31%20GMT	https://www.walmart.com/px/PXu6b0qd2S/init.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/www.walmart.com/px/PXu6b0qd2S/init.js	(from https://www.walmart.com/)
15:52:18	383334/383334	---M-Z	200	added ('OK')	text/css	date:Tue,%2024%20Jun%202025%2002:30:04%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/css/f8ccb9ae2e46dcfa.css	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/css/f8ccb9ae2e46dcfa.css	(from https://www.walmart.com/)
15:52:18	91460/91460	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	(from https://www.walmart.com/)
15:52:18	16774/16774	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_item-queue_banner_queue-banner-657af7a7905a6d01.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_item-queue_banner_queue-banner-657af7a7905a6d01.js	(from https://www.walmart.com/)
15:52:18	12948/12948	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_event-timer_queue-timer.ade027effd6353b9.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_event-timer_queue-timer.ade027effd6353b9.js	(from https://www.walmart.com/)
15:52:18	21303/21303	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:57%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_hooks_use-should-not-render-2f7ee6bb7478e10f.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_hooks_use-should-not-render-2f7ee6bb7478e10f.js	(from https://www.walmart.com/)
15:52:19	29677/29677	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_utils_get-viewport-3706e7e32737e3d7.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_utils_get-viewport-3706e7e32737e3d7.js	(from https://www.walmart.com/)
15:52:19	22339/22339	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_video_video-player-0b106dbf46676a21.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_video_video-player-0b106dbf46676a21.js	(from https://www.walmart.com/)
15:52:19	24593/24593	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:58%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/node_modules_.pnpm_react-device-detect@2.2.3_react-dom@18.2.0_react@18.2.0__react@18.2_node_modules_react-device-detect_dist_lib-60e00642b57001f6.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/node_modules_.pnpm_react-device-detect@2.2.3_react-dom@18.2.0_re	(from https://www.walmart.com/)
15:52:19	11961/11961	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:57%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_hooks_use-load-ivt.005388b8b40e7e37.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_hooks_use-load-ivt.005388b8b40e7e37.js	(from https://www.walmart.com/)
15:52:19	27385/27385	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:57%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_ad-routing_intl-ad-routing-b07237bf59d72399.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_ad-routing_intl-ad-routing-b07237bf59d72399.js	(from https://www.walmart.com/)
15:52:19	24409/24409	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:57%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_components_remount-wrapper.c914792c1e18a79e.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_components_remount-wrapper.c914792c1e18a79e.js	(from https://www.walmart.com/)
15:52:20	22766/22766	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/tempo-shared-modules_w-plus-banner.8ada8ab0d07a2dd7.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/tempo-shared-modules_w-plus-banner.8ada8ab0d07a2dd7.js	(from https://www.walmart.com/)
15:52:20	28464/28464	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:30:00%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/search_data-access_transforms_common-query-to-props-401c40fe2e1eacae.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/search_data-access_transforms_common-query-to-props-401c40fe2e1e	(from https://www.walmart.com/)
15:52:20	145687/145687	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:30:00%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/webpack-a197968b03ef7fbd.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/webpack-a197968b03ef7fbd.js	(from https://www.walmart.com/)
15:52:20	140877/140877	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:30:01%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/framework-7eaac358fc49d140.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/framework-7eaac358fc49d140.js	(from https://www.walmart.com/)
15:52:21	90024/90024	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:58%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/main-2e78ceff18b17ee9.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/main-2e78ceff18b17ee9.js	(from https://www.walmart.com/)
15:52:21	26149/26149	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:58%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_sponsored-products-tracking_use-sponsored-product-atc-d84047dd16c95dc6.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_sponsored-products-tracking_use-sponsored-product-atc-d	(from https://www.walmart.com/)
15:52:21	37706/37706	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_provider_utils_ad-util-3f3f2262b813be12.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_provider_utils_ad-util-3f3f2262b813be12.js	(from https://www.walmart.com/)
15:52:21	10853/10853	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_quantity-stepper_quantity-stepper-fc08914343e575b0.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_quantity-stepper_quantity-stepper-fc08914343e575b0.js	(from https://www.walmart.com/)
15:52:21	2035497/2035497	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:30:11%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/pages/_app-4c8cd1fc8e065998.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/pages/_app-4c8cd1fc8e065998.js	(from https://www.walmart.com/)
15:52:22	14392/14392	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-tile_constants-b335c32f06ba2cbc.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-tile_constants-b335c32f06ba2cbc.js	(from https://www.walmart.com/)
15:52:22	5748/5748	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_intl-fees-dialog_intl-fees-dialog-a01253adc90eb7c2.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_intl-fees-dialog_intl-fees-dialog-a01253adc90eb7c2.js	(from https://www.walmart.com/)
15:52:22	136631/136631	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:30:00%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_components_display-ad-wrapper-7fec0fa16e37bd50.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_core_components_display-ad-wrapper-7fec0fa16e37bd50.17.delay	(from https://www.walmart.com/)
15:52:23	47156/47156	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:57%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/cart_pos_fees-311a288537b55310.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/cart_pos_fees-311a288537b55310.js	(from https://www.walmart.com/)
15:52:23	45148/45148	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:58%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/cart_add-to-cart_add-to-cart-4575385a6142eb78.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/cart_add-to-cart_add-to-cart-4575385a6142eb78.js	(from https://www.walmart.com/)
15:52:23	11903/11903	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:57%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_ad-routing_hooks_useAdOptions.1dc76c2730338e1d.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/intl-ads_ad-routing_hooks_useAdOptions.1dc76c2730338e1d.18.delay	(from https://www.walmart.com/)
15:52:23	20691/20691	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-tile_hooks_use-on-product-146fb8f16b84b843.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-tile_hooks_use-on-product-146fb8f16b84b843.js	(from https://www.walmart.com/)
15:52:23	8146/8146	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:58%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-badge_product-badge-9383eed7c7fe221f.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-badge_product-badge-9383eed7c7fe221f.js	(from https://www.walmart.com/)
15:52:23	7110/7110	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:59%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_review_constants-c998d1272daccd40.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_review_constants-c998d1272daccd40.js	(from https://www.walmart.com/)
15:52:24	66023/66023	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:30:01%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-tile_vertical-62440df4dc158bb4.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ui_product-tile_vertical-62440df4dc158bb4.js	(from https://www.walmart.com/)
15:52:24	19165/19165	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:58%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_data-access_hooks_use-get-ad-query.870d9352e895ab4d.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_data-access_hooks_use-get-ad-query.870d9352e895ab4d.1b.delay	(from https://www.walmart.com/)
15:52:24	7746/7746	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2024%20Jun%202025%2002:29:57%20GMT	https://i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_provider_ads-context-provider-fc7cb7f4cfdd8605.js	D:/Walmart_project/Walmart_project/walmart_clone/Wallmart_homepage/i5.walmartimages.com/dfw/63fd9f59-ad83/5ffc05cf-5c83-47a7-8519-f3bc916ffaf8/v2/en-US/_next/static/chunks/ads_provider_ads-context-provider-fc7cb7f4cfdd8605.js	(from https://www.walmart.com/)
